ID,Gene,Annotation
NP_001003785,ATP5PD,"Chr_2	AUGUSTUS	gene	123995023	124005592	.	+	.	ID=Marm_12184;blast_id=""sp|O75947|ATP5H_HUMAN"";interproscan_id=""IPR008689"";eggnog_id=""Mitochondrial_membrane_ATP_synthase_(F(1)F(0)_ATP_synthase_or_Complex_V)_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_which_is_generated_by_electron_transport_complexes_of_the_respiratory_chain._F-type_ATPases_consist_of_two_structural_domains,_F(1)_-_containing_the_extramembraneous_catalytic_core,_and_F(0)_-_containing_the_membrane_proton_channel,_linked_together_by_a_central_stalk_and_a_peripheral_stalk._During_catalysis,_ATP_synthesis_in_the_catalytic_domain_of_F(1)_is_coupled_via_a_rotary_mechanism_of_the_central_stalk_subunits_to_proton_translocation._Part_of_the_complex_F(0)_domain_and_the_peripheric_stalk,_which_acts_as_a_stator_to_hold_the_catalytic_alpha(3)beta(3)_subcomplex_and_subunit_a_ATP6_static_relative_to_the_rotary_elements"""
NP_001003803,DMAC2L,"Chr_5	AUGUSTUS	gene	3110489	3116318	.	+	.	ID=Marm_22202;blast_id=""sp|Q99766|ATP5S_HUMAN"";interproscan_id=""IPR032675"";eggnog_id=""ATP_biosynthetic_process"""
NP_001003805,DMAC2L,"Chr_5	AUGUSTUS	gene	3110489	3116318	.	+	.	ID=Marm_22202;blast_id=""sp|Q99766|ATP5S_HUMAN"";interproscan_id=""IPR032675"";eggnog_id=""ATP_biosynthetic_process"""
NP_001003941,OGDH,"Chr_12	AUGUSTUS	gene	12324359	12369446	.	-	.	ID=Marm_06535;blast_id=""sp|Q02218|ODO1_HUMAN"";interproscan_id=""IPR011603"";eggnog_id=""Dehydrogenase"""
NP_001005353,AK4,"Chr_3	AUGUSTUS	gene	85838741	85882629	.	-	.	ID=Marm_19351;blast_id=""sp|P27144|KAD4_HUMAN"";interproscan_id=""IPR000850"";eggnog_id=""Involved_in_maintaining_the_homeostasis_of_cellular_nucleotides_by_catalyzing_the_interconversion_of_nucleoside_phosphates._Efficiently_phosphorylates_AMP_and_dAMP_using_ATP_as_phosphate_donor,_but_phosphorylates_only_AMP_when_using_GTP_as_phosphate_donor._Also_displays_broad_nucleoside_diphosphate_kinase_activity"""
NP_001005369,MTIF2,"Chr_1	AUGUSTUS	gene	11191728	11217805	.	+	.	ID=Marm_00148;blast_id=""sp|P46199|IF2M_HUMAN"";interproscan_id=""IPR000178"";eggnog_id=""mitochondrial_translational_initiation"""
NP_001005783,HAO2,"Chr_2	AUGUSTUS	gene	179477645	179520725	.	-	.	ID=Marm_14908;blast_id=""sp|Q9NYQ3|HAOX2_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""Conserved_region_in_glutamate_synthase"""
NP_001006642,SLC25A25,"Chr_20	AUGUSTUS	gene	3104096	3119718	.	+	.	ID=Marm_15170;blast_id=""sp|Q6KCM7|SCMC2_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""ADP_transmembrane_transporter_activity"""
NP_001006643,SLC25A25,"Chr_20	AUGUSTUS	gene	3104096	3119718	.	+	.	ID=Marm_15170;blast_id=""sp|Q6KCM7|SCMC2_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""ADP_transmembrane_transporter_activity"""
NP_001007099,SCP2,"Chr_3	AUGUSTUS	gene	72333666	72368619	.	+	.	ID=Marm_17342;blast_id=""sp|P22307|SCP2_HUMAN"";interproscan_id=""IPR016039"";eggnog_id=""propanoyl-CoA_C-acyltransferase_activity"""
NP_001007100,SCP2,"Chr_6	AUGUSTUS	gene	8245160	8248725	.	-	.	ID=Marm_24822;blast_id=""sp|P51659|DHB4_HUMAN"";interproscan_id=""IPR036527"";eggnog_id=""Hydroxysteroid_(17-beta)_dehydrogenase_4"""
NP_001007101,SCP2,"Chr_6	AUGUSTUS	gene	8245160	8248725	.	-	.	ID=Marm_24822;blast_id=""sp|P51659|DHB4_HUMAN"";interproscan_id=""IPR036527"";eggnog_id=""Hydroxysteroid_(17-beta)_dehydrogenase_4"""
NP_001008216,COA5,"Chr_1	AUGUSTUS	gene	196779638	196786364	.	+	.	ID=Marm_01460;blast_id=""sp|Q86WW8|COA5_HUMAN"";interproscan_id=""IPR018793"";eggnog_id=""Cytochrome_c_oxidase_assembly_protein_PET191"""
NP_001008661,KYAT3,"Chr_3	AUGUSTUS	gene	73133144	73157884	.	+	.	ID=Marm_17347;blast_id=""sp|Q6YP21|KAT3_HUMAN"";interproscan_id=""IPR034612"";eggnog_id=""kynurenine-glyoxylate_transaminase_activity"""
NP_001008662,KYAT3,"Chr_3	AUGUSTUS	gene	73133144	73157884	.	+	.	ID=Marm_17347;blast_id=""sp|Q6YP21|KAT3_HUMAN"";interproscan_id=""IPR034612"";eggnog_id=""kynurenine-glyoxylate_transaminase_activity"""
NP_001009185,ACSL6,"Chr_4	AUGUSTUS	gene	54259290	54278309	.	-	.	ID=Marm_21702;blast_id=""sp|Q9ULC5|ACSL5_HUMAN"";interproscan_id=""IPR042099"";eggnog_id=""Acyl-CoA_synthetase_long-chain_family_member_5"""
NP_001009584,ARMCX6,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001009814,VWA8,"Chr_1	AUGUSTUS	gene	158579360	158648769	.	+	.	ID=Marm_01273;blast_id=""sp|A3KMH1|VWA8_HUMAN"";interproscan_id=""IPR039891"";eggnog_id=""ATPase_activity"""
NP_001010845,ACSM2A,Chr_18	AUGUSTUS	gene	8649152	8669192	.	+	.	ID=Marm_09779;
NP_001010867,IBA57,"Chr_10	AUGUSTUS	gene	4878029	4883388	.	+	.	ID=Marm_04176;blast_id=""sp|Q5T440|CAF17_HUMAN"";interproscan_id=""IPR027266"";eggnog_id=""transferase_CAF17,_mitochondrial"""
NP_001010891,MTX3,"Chr_9	AUGUSTUS	gene	31460908	31478662	.	+	.	ID=Marm_28574;blast_id=""sp|Q5HYI7|MTX3_HUMAN"";interproscan_id=""PTHR12289:SF30"";eggnog_id=""Glutathione_S-transferase_N-terminal_domain"""
NP_001011667,CHCHD7,Chr_6	AUGUSTUS	gene	62111007	62145375	.	+	.	ID=Marm_24382;
NP_001011668,CHCHD7,Chr_6	AUGUSTUS	gene	62111007	62145375	.	+	.	ID=Marm_24382;
NP_001011669,CHCHD7,"Chr_2	AUGUSTUS	gene	13950644	13956968	.	+	.	ID=Marm_11155;blast_id=""sp|A8MQ14|ZN850_HUMAN"";interproscan_id=""IPR003309"";eggnog_id=""nucleic_acid_binding"""
NP_001011670,CHCHD7,"Chr_2	AUGUSTUS	gene	13950644	13956968	.	+	.	ID=Marm_11155;blast_id=""sp|A8MQ14|ZN850_HUMAN"";interproscan_id=""IPR003309"";eggnog_id=""nucleic_acid_binding"""
NP_001011671,CHCHD7,Chr_6	AUGUSTUS	gene	62111007	62145375	.	+	.	ID=Marm_24382;
NP_001012533,FECH,"Chr_9	AUGUSTUS	gene	15482424	15512352	.	-	.	ID=Marm_29070;blast_id=""sp|P22830|HEMH_HUMAN"";interproscan_id=""IPR001015"";eggnog_id=""ferrochelatase_activity"""
NP_001012773,SLC25A53,"Chr_15	AUGUSTUS	gene	24635132	24636049	.	-	.	ID=Marm_08604;blast_id=""sp|Q5H9E4|S2553_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Solute_carrier_family_25_member"""
NP_001013003,COA6,"Chr_1	AUGUSTUS	gene	57747174	57763664	.	-	.	ID=Marm_02546;blast_id=""sp|Q5JTJ3|COA6_HUMAN"";interproscan_id=""IPR042289"";eggnog_id=""Cytochrome_c_oxidase_assembly_factor_6_homolog"""
NP_001013454,MPST,"Chr_7	AUGUSTUS	gene	62719747	62721757	.	-	.	ID=Marm_26745;blast_id=""sp|P25325|THTM_HUMAN"";interproscan_id=""IPR036873"";eggnog_id=""sulfurtransferase"""
NP_001014446,OCIAD2,"Chr_2	AUGUSTUS	gene	85995150	86070365	.	+	.	ID=Marm_11896;blast_id=""sp|Q9NYF5|FA13B_HUMAN"";interproscan_id=""IPR039102"";eggnog_id=""GTPase_activator_activity"""
NP_001014763,ETFB,"Chr_13	AUGUSTUS	gene	18183020	18195970	.	+	.	ID=Marm_06907;blast_id=""sp|P38117|ETFB_HUMAN"";interproscan_id=""IPR014729"";eggnog_id=""fatty_acid_beta-oxidation_using_acyl-CoA_dehydrogenase"""
NP_001014811,ME3,"Chr_1	AUGUSTUS	gene	105770396	105815884	.	+	.	ID=Marm_00850;blast_id=""sp|Q16798|MAON_HUMAN"";interproscan_id=""IPR001891"";eggnog_id=""malic_enzyme"""
NP_001014990,MRPL22,"Chr_2	AUGUSTUS	gene	78998481	79017292	.	-	.	ID=Marm_13962;blast_id=""sp|Q9NWU5|RM22_HUMAN"";interproscan_id=""IPR036394"";eggnog_id=""structural_constituent_of_ribosome"""
NP_001015001,CKMT1A,"Chr_16	AUGUSTUS	gene	24564899	24571820	.	-	.	ID=Marm_09145;blast_id=""sp|P12532|KCRU_HUMAN"";interproscan_id=""IPR000749"";eggnog_id=""Creatine_kinase"""
NP_001017423,ALDH18A1,"Chr_4	AUGUSTUS	gene	64563954	64586621	.	+	.	ID=Marm_20972;blast_id=""sp|P54886|P5CS_HUMAN"";interproscan_id=""IPR005766"";eggnog_id=""delta1-pyrroline-5-carboxylate_synthetase_activity"""
NP_001017524,SIRT3,"Chr_5	AUGUSTUS	gene	100526411	100539397	.	+	.	ID=Marm_22866;blast_id=""sp|Q9NTG7|SIR3_HUMAN"";interproscan_id=""IPR029035"";eggnog_id=""NAD-dependent_protein_deacetylase"""
NP_001017928,CCDC58,"Chr_2	AUGUSTUS	gene	176509548	176516425	.	-	.	ID=Marm_14875;blast_id=""sp|Q4VC31|MIX23_HUMAN"";interproscan_id=""IPR019171"";eggnog_id=""Caffeine-induced_death_protein_2"""
NP_001018024,CMC4,"Chr_15	AUGUSTUS	gene	5817941	5822421	.	+	.	ID=Marm_08147;blast_id=""sp|P56277|CMC4_HUMAN"";interproscan_id=""IPR036672"";eggnog_id=""C-X9-C_motif_containing_4"""
NP_001018070,AIFM3,"Chr_17	AUGUSTUS	gene	10789684	10812049	.	-	.	ID=Marm_09501;blast_id=""sp|Q96NN9|AIFM3_HUMAN"";interproscan_id=""IPR036188"";eggnog_id=""apoptosis-inducing_factor"""
NP_001018083,PCK2,"Chr_3	AUGUSTUS	gene	170724183	170748387	.	+	.	ID=Marm_18525;eggnog_id=""phosphoenolpyruvate_carboxykinase_(GTP)_activity"""
NP_001018088,FPGS,"Chr_20	AUGUSTUS	gene	2504459	2522421	.	-	.	ID=Marm_15354;blast_id=""sp|Q05932|FOLC_HUMAN"";interproscan_id=""IPR001645"";eggnog_id=""tetrahydrofolylpolyglutamate_synthase_activity"""
NP_001018114,FAHD1,"Chr_18	AUGUSTUS	gene	15614848	15615510	.	-	.	ID=Marm_10149;blast_id=""sp|Q6P587|FAHD1_HUMAN"";interproscan_id=""IPR036663"";eggnog_id=""fumarylacetoacetate_hydrolase_domain_containing_1"""
NP_001019637,SOD2,"Chr_1	AUGUSTUS	gene	66855844	66878877	.	+	.	ID=Marm_00567;blast_id=""sp|P04179|SODM_HUMAN"";interproscan_id=""IPR019831"";eggnog_id=""age-dependent_response_to_reactive_oxygen_species"""
NP_001019903,MECR,"Chr_13	AUGUSTUS	gene	12190646	12203957	.	-	.	ID=Marm_07265;blast_id=""sp|Q9BV79|MECR_HUMAN"";interproscan_id=""IPR020843"";eggnog_id=""trans-2-enoyl-CoA_reductase"""
NP_001020419,DUT,"Chr_16	AUGUSTUS	gene	13306247	13316048	.	-	.	ID=Marm_09028;blast_id=""sp|P33316|DUT_HUMAN"";interproscan_id=""IPR008181"";eggnog_id=""dUTP_metabolic_process"""
NP_001020420,DUT,"Chr_16	AUGUSTUS	gene	13306247	13316048	.	-	.	ID=Marm_09028;blast_id=""sp|P33316|DUT_HUMAN"";interproscan_id=""IPR008181"";eggnog_id=""dUTP_metabolic_process"""
NP_001021384,CYP11B1,"Chr_6	AUGUSTUS	gene	106562386	106576165	.	-	.	ID=Marm_25543;blast_id=""sp|P15538|C11B1_HUMAN"";interproscan_id=""IPR036396"";eggnog_id=""Catalyzes_the_side-chain_cleavage_reaction_of_cholesterol_to_pregnenolone"""
NP_001025010,TCAIM,"Chr_10	AUGUSTUS	gene	48056147	48071981	.	-	.	ID=Marm_05109;blast_id=""sp|Q8N3R3|TCAIM_HUMAN"";interproscan_id=""IPR027986"";eggnog_id=""Domain_of_unknown_function_(DUF4461)"""
NP_001025011,TCAIM,"Chr_10	AUGUSTUS	gene	48056147	48071981	.	-	.	ID=Marm_05109;blast_id=""sp|Q8N3R3|TCAIM_HUMAN"";interproscan_id=""IPR027986"";eggnog_id=""Domain_of_unknown_function_(DUF4461)"""
NP_001025162,METTL17,"Chr_3	AUGUSTUS	gene	162296160	162307913	.	-	.	ID=Marm_20239;blast_id=""sp|Q9H7H0|MET17_HUMAN"";interproscan_id=""IPR015324"";eggnog_id=""Methyltransferase-like_protein_17,_mitochondrial"""
NP_001026788,COX19,Chr_18	AUGUSTUS	gene	6134247	6135009	.	+	.	ID=Marm_09753;
NP_001026847,RAB24,"Chr_2	AUGUSTUS	gene	73907614	73913606	.	+	.	ID=Marm_11782;blast_id=""sp|Q969Q5|RAB24_HUMAN"";interproscan_id=""IPR001806"";eggnog_id=""RAB24,_member_RAS_oncogene_family"""
NP_001026849,MSRB3,"Chr_7	AUGUSTUS	gene	39645404	39714887	.	+	.	ID=Marm_25817;blast_id=""sp|Q8IXL7|MSRB3_HUMAN"";interproscan_id=""IPR028427"";eggnog_id=""reductase_B3"""
NP_001026871,NT5DC3,"Chr_7	AUGUSTUS	gene	67489400	67539075	.	+	.	ID=Marm_26045;blast_id=""sp|Q86UY8|NT5D3_HUMAN"";interproscan_id=""IPR016695"";eggnog_id=""5'-nucleotidase_domain-containing_protein_3"""
NP_001026904,FDX2,"Chr_2	AUGUSTUS	gene	170363485	170368609	.	+	.	ID=Marm_12704;blast_id=""sp|Q6P4F2|FDX2_HUMAN"";interproscan_id=""IPR012675"";eggnog_id=""Adrenodoxin-like_protein,_mitochondrial"""
NP_001026976,ALDH3A2,"Chr_5	AUGUSTUS	gene	106945083	107025228	.	-	.	ID=Marm_23871;blast_id=""sp|P43353|AL3B1_HUMAN"";interproscan_id=""IPR012394"";eggnog_id=""aldehyde_dehydrogenase_[NAD(P)+]_activity"""
NP_001027017,CPT1A,"Chr_3	AUGUSTUS	gene	72474666	72485528	.	+	.	ID=Marm_17344;blast_id=""sp|P23786|CPT2_HUMAN"";interproscan_id=""IPR000542"";eggnog_id=""carnitine_O-palmitoyltransferase_activity"""
NP_001027535,MICOS10,"Chr_22	AUGUSTUS	gene	9765003	9776105	.	-	.	ID=Marm_16247;blast_id=""sp|Q5TGZ0|MIC10_HUMAN"";interproscan_id=""IPR007512"";eggnog_id=""Component_of_the_MICOS_complex,_a_large_protein_complex_of_the_mitochondrial_inner_membrane_that_plays_crucial_roles_in_the_maintenance_of_crista_junctions,_inner_membrane_architecture,_and_formation_of_contact_sites_to_the_outer_membrane"""
NP_001028222,MTERF2,Chr_7	AUGUSTUS	gene	66128450	66133708	.	+	.	ID=Marm_26035;
NP_001028260,NGRN,"Chr_16	AUGUSTUS	gene	24443945	24444695	.	+	.	ID=Marm_08876;blast_id=""sp|Q9NPE2|NGRN_HUMAN"";interproscan_id=""IPR010487"";eggnog_id=""Neugrin,_neurite_outgrowth_associated"""
NP_001028738,RHOT1,"Chr_2	AUGUSTUS	gene	141754793	141799026	.	-	.	ID=Marm_14478;blast_id=""sp|Q8IXI2|MIRO1_HUMAN"";interproscan_id=""IPR029506"";eggnog_id=""Ras_homolog_family_member_T1"""
NP_001028739,RHOT1,"Chr_2	AUGUSTUS	gene	141754793	141799026	.	-	.	ID=Marm_14478;blast_id=""sp|Q8IXI2|MIRO1_HUMAN"";interproscan_id=""IPR029506"";eggnog_id=""Ras_homolog_family_member_T1"""
NP_001028740,RHOT1,"Chr_2	AUGUSTUS	gene	141754793	141799026	.	-	.	ID=Marm_14478;blast_id=""sp|Q8IXI2|MIRO1_HUMAN"";interproscan_id=""IPR029506"";eggnog_id=""Ras_homolog_family_member_T1"""
NP_001028752,MYO19,"Chr_21	AUGUSTUS	gene	3566079	3584622	.	-	.	ID=Marm_15798;blast_id=""sp|Q96H55|MYO19_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""Belongs_to_the_TRAFAC_class_myosin-kinesin_ATPase_superfamily._Myosin_family"""
NP_001028755,ACOT9,Chr_1	AUGUSTUS	gene	210930825	210952621	.	-	.	ID=Marm_03533;
NP_001029031,ACADVL,"Chr_3	AUGUSTUS	gene	172973039	172997022	.	+	.	ID=Marm_18565;blast_id=""sp|P49748|ACADV_HUMAN"";interproscan_id=""IPR009100"";eggnog_id=""Very_long-chain_specific_acyl-CoA_dehydrogenase"""
NP_001029345,ALDH1L2,"Chr_7	AUGUSTUS	gene	66905056	66946312	.	+	.	ID=Marm_26040;blast_id=""sp|Q3SY69|AL1L2_HUMAN"";interproscan_id=""IPR011407"";eggnog_id=""Aldehyde_dehydrogenase_1_family,_member"""
NP_001030582,BOLA3,"Chr_12	AUGUSTUS	gene	736867	739962	.	+	.	ID=Marm_06109;blast_id=""sp|Q53S33|BOLA3_HUMAN"";interproscan_id=""IPR036065"";eggnog_id=""BolA-like_protein"""
NP_001030588,SDHC,"Chr_19	AUGUSTUS	gene	12080046	12088009	.	+	.	ID=Marm_10426;blast_id=""sp|Q99643|C560_HUMAN"";interproscan_id=""IPR034804"";eggnog_id=""Succinate_dehydrogenase_cytochrome_b560_subunit,_mitochondrial"""
NP_001030589,SDHC,"Chr_19	AUGUSTUS	gene	12080046	12088009	.	+	.	ID=Marm_10426;blast_id=""sp|Q99643|C560_HUMAN"";interproscan_id=""IPR034804"";eggnog_id=""Succinate_dehydrogenase_cytochrome_b560_subunit,_mitochondrial"""
NP_001030590,SDHC,"Chr_19	AUGUSTUS	gene	12080046	12088009	.	+	.	ID=Marm_10426;blast_id=""sp|Q99643|C560_HUMAN"";interproscan_id=""IPR034804"";eggnog_id=""Succinate_dehydrogenase_cytochrome_b560_subunit,_mitochondrial"""
NP_001032248,ACOT9,Chr_1	AUGUSTUS	gene	210930825	210952621	.	-	.	ID=Marm_03533;
NP_001032367,BCO2,"Chr_12	AUGUSTUS	gene	17070166	17090209	.	-	.	ID=Marm_06580;blast_id=""sp|Q9BYV7|BCDO2_HUMAN"";interproscan_id=""IPR004294"";eggnog_id=""Beta-carotene_oxygenase"""
NP_001032626,PHYH,"Chr_7	AUGUSTUS	gene	9594228	9655396	.	+	.	ID=Marm_25639;blast_id=""sp|O14832|PAHX_HUMAN"";interproscan_id=""IPR008775"";eggnog_id=""Phytanoyl-CoA"""
NP_001032728,PARL,"Chr_4	AUGUSTUS	gene	64613831	64632959	.	+	.	ID=Marm_20973;blast_id=""sp|Q9H300|PARL_HUMAN"";interproscan_id=""IPR035952"";eggnog_id=""Presenilins-associated_rhomboid-like_protein,_mitochondrial"""
NP_001032900,HSD17B10,"Chr_2	AUGUSTUS	gene	168153501	168156995	.	+	.	ID=Marm_12673;blast_id=""sp|Q99714|HCD2_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""KR_domain"""
NP_001033056,ALAS2,"Chr_2	AUGUSTUS	gene	165098334	165117181	.	-	.	ID=Marm_14709;blast_id=""sp|P22557|HEM0_HUMAN"";interproscan_id=""IPR010961"";eggnog_id=""5-aminolevulinate_synthase_activity"""
NP_001033057,ALAS2,"Chr_2	AUGUSTUS	gene	165098334	165117181	.	-	.	ID=Marm_14709;blast_id=""sp|P22557|HEM0_HUMAN"";interproscan_id=""IPR010961"";eggnog_id=""5-aminolevulinate_synthase_activity"""
NP_001034444,SLC25A29,"Chr_5	AUGUSTUS	gene	18401837	18408984	.	+	.	ID=Marm_22344;blast_id=""sp|Q8N8R3|MCATL_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_L-ornithine_transmembrane_transport"""
NP_001034464,NDUFAF5,"Chr_1	AUGUSTUS	gene	145133503	145149968	.	+	.	ID=Marm_01149;blast_id=""sp|Q5TEU4|NDUF5_HUMAN"";interproscan_id=""IPR029063"";eggnog_id=""peptidyl-arginine_hydroxylation"""
NP_001034672,PICK1,"Chr_7	AUGUSTUS	gene	60893399	60917319	.	-	.	ID=Marm_26727;blast_id=""sp|Q9NRD5|PICK1_HUMAN"";interproscan_id=""IPR030798"";eggnog_id=""Arfaptin-like_domain"""
NP_001034673,PICK1,"Chr_7	AUGUSTUS	gene	60893399	60917319	.	-	.	ID=Marm_26727;blast_id=""sp|Q9NRD5|PICK1_HUMAN"";interproscan_id=""IPR030798"";eggnog_id=""Arfaptin-like_domain"""
NP_001034931,OXLD1,"Chr_2	AUGUSTUS	gene	132162207	132173039	.	-	.	ID=Marm_14403;blast_id=""sp|P18545|CNRG_HUMAN"";interproscan_id=""IPR037030"";eggnog_id=""Oxidoreductase-like_domain-containing_protein_1"""
NP_001034936,GPX4,"Chr_23	AUGUSTUS	gene	6412981	6420832	.	-	.	ID=Marm_16629;blast_id=""sp|P36969|GPX4_HUMAN"";interproscan_id=""IPR000889"";eggnog_id=""regulation_of_ferroptosis"""
NP_001034937,GPX4,"Chr_23	AUGUSTUS	gene	6412981	6420832	.	-	.	ID=Marm_16629;blast_id=""sp|P36969|GPX4_HUMAN"";interproscan_id=""IPR000889"";eggnog_id=""regulation_of_ferroptosis"""
NP_001035517,HAGH,"Chr_18	AUGUSTUS	gene	15635031	15646886	.	+	.	ID=Marm_09869;blast_id=""sp|Q6PII5|HAGHL_HUMAN"";interproscan_id=""IPR036866"";eggnog_id=""Hydroxyacylglutathione_hydrolase-like"""
NP_001035526,YARS2,"Chr_7	AUGUSTUS	gene	72928930	72934638	.	+	.	ID=Marm_26091;blast_id=""sp|Q9Y2Z4|SYYM_HUMAN"";interproscan_id=""IPR014729"";eggnog_id=""mitochondrial_tyrosyl-tRNA_aminoacylation"""
NP_001035806,PC,"Chr_19	AUGUSTUS	gene	8135489	8268310	.	-	.	ID=Marm_10640;blast_id=""sp|P11498|PYC_HUMAN"";interproscan_id=""IPR011764"";eggnog_id=""pyruvate_carboxylase_activity"""
NP_001035808,GDAP1,"Chr_6	AUGUSTUS	gene	69737591	69745558	.	+	.	ID=Marm_24445;blast_id=""sp|Q8TB36|GDAP1_HUMAN"";interproscan_id=""IPR034336"";eggnog_id=""Ganglioside-induced_differentiation-associated_protein_1"""
NP_001035844,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001035845,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001035958,SMIM8,"Chr_1	AUGUSTUS	gene	104285104	104286528	.	-	.	ID=Marm_02870;blast_id=""sp|Q96KF7|SMIM8_HUMAN"";interproscan_id=""IPR026686"";eggnog_id=""small_integral_membrane_protein_8"""
NP_001035994,COASY,"Chr_3	AUGUSTUS	gene	138881601	138925367	.	+	.	ID=Marm_17922;blast_id=""sp|P54802|ANAG_HUMAN"";interproscan_id=""IPR007781"";eggnog_id=""N-acetylglucosaminidase,_alpha"""
NP_001035997,COASY,"Chr_3	AUGUSTUS	gene	138881601	138925367	.	+	.	ID=Marm_17922;blast_id=""sp|P54802|ANAG_HUMAN"";interproscan_id=""IPR007781"";eggnog_id=""N-acetylglucosaminidase,_alpha"""
NP_001036011,ATPAF1,"Chr_3	AUGUSTUS	gene	68423425	68449101	.	-	.	ID=Marm_19210;blast_id=""sp|Q5TC12|ATPF1_HUMAN"";interproscan_id=""IPR010591"";eggnog_id=""mitochondrial_proton-transporting_ATP_synthase_complex_assembly"""
NP_001036096,SDHAF1,"Chr_13	AUGUSTUS	gene	25642225	25645008	.	-	.	ID=Marm_07478;blast_id=""sp|A6NFY7|SDHF1_HUMAN"";interproscan_id=""IPR008011"";eggnog_id=""mitochondrial_respiratory_chain_complex_II_assembly"""
NP_001036182,GTPBP10,"Chr_10	AUGUSTUS	gene	27189218	27206091	.	+	.	ID=Marm_04353;blast_id=""sp|A4D1E9|GTPBA_HUMAN"";interproscan_id=""IPR014100"";eggnog_id=""GTP-binding_protein_10"""
NP_001036694,CSKMT,"Chr_19	AUGUSTUS	gene	12267885	12269305	.	-	.	ID=Marm_10723;blast_id=""sp|A8MUP2|CSKMT_HUMAN"";interproscan_id=""IPR029063"";eggnog_id=""Methyltransferase_domain"""
NP_001041636,MUTYH,"Chr_3	AUGUSTUS	gene	66086763	66098222	.	-	.	ID=Marm_19180;blast_id=""sp|Q9UIF7|MUTYH_HUMAN"";interproscan_id=""IPR044298"";eggnog_id=""purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity"""
NP_001041637,MUTYH,"Chr_3	AUGUSTUS	gene	66086763	66098222	.	-	.	ID=Marm_19180;blast_id=""sp|Q9UIF7|MUTYH_HUMAN"";interproscan_id=""IPR044298"";eggnog_id=""purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity"""
NP_001041638,MUTYH,"Chr_3	AUGUSTUS	gene	66086763	66098222	.	-	.	ID=Marm_19180;blast_id=""sp|Q9UIF7|MUTYH_HUMAN"";interproscan_id=""IPR044298"";eggnog_id=""purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity"""
NP_001041639,MUTYH,"Chr_3	AUGUSTUS	gene	66086763	66098222	.	-	.	ID=Marm_19180;blast_id=""sp|Q9UIF7|MUTYH_HUMAN"";interproscan_id=""IPR044298"";eggnog_id=""purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity"""
NP_001068566,MOCS1,"Chr_1	AUGUSTUS	gene	43231904	43271800	.	+	.	ID=Marm_00392;blast_id=""sp|Q9NZB8|MOCS1_HUMAN"";interproscan_id=""IPR007197"";eggnog_id=""molybdenum_cofactor"""
NP_001070148,LYRM9,"Chr_21	AUGUSTUS	gene	5480724	5495711	.	-	.	ID=Marm_15813;blast_id=""sp|A8MSI8|LYRM9_HUMAN"";eggnog_id=""LYR_motif-containing_protein_9"""
NP_001070709,SLC25A45,"Chr_5	AUGUSTUS	gene	18401837	18408984	.	+	.	ID=Marm_22344;blast_id=""sp|Q8N8R3|MCATL_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_L-ornithine_transmembrane_transport"""
NP_001070867,PNKD,"Chr_5	AUGUSTUS	gene	111022292	111023585	.	-	.	ID=Marm_23927;interproscan_id=""IPR031833"";eggnog_id=""Domain_of_unknown_function_(DUF4748)"""
NP_001071,ALDH5A1,"Chr_6	AUGUSTUS	gene	35680875	35694306	.	+	.	ID=Marm_24218;blast_id=""sp|P51649|SSDH_HUMAN"";interproscan_id=""IPR016161"";eggnog_id=""succinate-semialdehyde_dehydrogenase_[NAD(P)+]_activity"""
NP_001072992,PAICS,Chr_8	AUGUSTUS	gene	21841723	21887263	.	+	.	ID=Marm_27186;
NP_001072993,PAICS,Chr_8	AUGUSTUS	gene	21841723	21887263	.	+	.	ID=Marm_27186;
NP_001073308,OCIAD1,"Chr_8	AUGUSTUS	gene	19728153	19748093	.	+	.	ID=Marm_27167;blast_id=""sp|Q9NX40|OCAD1_HUMAN"";interproscan_id=""IPR040187"";eggnog_id=""OCIA_domain_containing_1"""
